,6,41,11,3,9,5,1,14,2,13,4,10,15,18,16,7,8,12,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
6,0,3300.647121,1424.026988,1998.554007,1925.035842,1962.498898,351.8507654,186.3315898,307.0995799,240.5468804,99.67772236,35.50642123,110.5210825,40.98527231,98.03285287,789.6209136,0,0,162.7788479,423.122315,70.52293901,256.6020067,36.50510624,83.2548096,1.041791173,136.9477027,65.02610341,140.9410908,68.25385347,0,42.98914338,180.002731,99.32565833,145.0702846,238.2282291,27.44661226,9.301712232,388.7775078,539.6810063,0.462068604,19.03484658
41,5760.417314,0,2831.373405,3550.400426,2862.385077,1455.78967,7311.851366,1037.370253,1589.2111,897.1222905,0,31.0192803,654.3079194,377.6463899,1092.654954,293.4653329,0,0,1249.227779,168.9961073,35.78275154,131.9327573,27.73012829,80.64877444,2.008452216,151.1113911,105.6320993,125.0302834,83.43905653,0,52.46739476,463.0269123,808.4298099,58.23976708,649.9153622,166.41431,47.99688157,302.925554,217.5254819,0.405236747,81.55002641
11,1970.67935,3378.746838,0,9982.283785,5815.689128,1847.600771,896.3785853,1022.87259,805.2685996,1493.848444,0,201.5186888,629.2102337,110.044007,315.3702432,1212.118144,164.5666076,0,418.7107392,291.1909855,102.7930588,571.0346,207.3400717,496.0551805,27.57260163,373.1813089,360.0169894,259.1681071,939.2977784,0,1020.868604,446.3871908,259.7741687,99.32775388,686.9402415,82.50821165,54.60658637,572.955403,376.6713815,2.598845445,0
3,2334.206271,4009.199342,9314.780062,0,3920.412806,2268.87391,1481.60769,668.0865556,1571.04458,924.0533193,205.7810919,70.6432886,406.9637811,155.3229841,384.5348287,739.6624975,58.02677951,118.0973152,708.2628214,542.5743496,96.99439008,293.3779018,65.66736141,179.3973359,4.127608198,569.9882164,446.3764481,580.5012189,223.6608837,0,130.391622,990.2033828,440.9642843,186.5647605,1537.918961,109.9228944,34.89426871,1397.02132,523.3861367,0.917245786,75.21061495
9,2801.520304,3691.035971,6487.862406,4867.118863,0,8478.760761,771.7875279,780.0730334,646.8375534,1067.558218,124.1806184,0,468.3747366,91.02227289,251.3302316,1611.508359,0,0,347.3765245,555.7719125,310.7739629,2138.744682,759.2911646,855.5281863,7.982438971,0,227.7711412,223.5675025,787.1228271,0,0,431.9034885,213.4519631,0,507.3760103,67.19866145,40.76586332,574.5838622,852.4804256,5.920560108,78.53303157
5,1593.327081,1036.343473,1102.742204,1647.412832,2959.371107,0,311.2502912,161.8682029,273.3441077,210.3769676,0,31.53970443,97.38025519,36.21695745,86.11568398,804.8085371,39.3573102,0,143.9216337,450.5299874,68.33157682,238.6824842,33.43010309,74.63807995,0.922196831,111.7718913,58.34370164,127.5324534,61.02654015,0,37.71374601,178.3798955,89.10558654,151.9328856,233.3585755,24.51488522,8.141413598,318.0252659,529.7793672,0.409431819,0
1,244.4368332,6179.584671,550.1073794,1156.342348,422.2968316,243.056683,0,11697.47739,3118.248823,778.8180937,65.38399442,43.63765321,577.3583297,362.2356059,1756.173262,1553.603077,23.25611112,99.03795477,1216.88549,146.0933287,31.68148867,113.5350623,23.53367846,68.9744408,1.735451955,154.0924186,90.84543,109.86996,71.57513786,0,44.82930055,441.1488598,786.5659436,50.15323383,529.4606967,149.3787881,42.58088859,283.2157019,187.3572957,0.345529189,72.87539117
14,158.3770256,1110.212287,723.147871,661.6764433,509.9327225,159.2259444,9823.601865,0,1816.959745,1489.277752,13.29263275,13.29263275,5955.5223,140.337332,969.9133837,1155.180311,0,0,453.1094818,93.04363307,24.90378844,114.5046653,28.80571599,83.86490867,2.535368239,111.2875661,68.94745433,77.28641774,87.25206251,0,58.52552626,207.4911316,221.4973904,32.1917603,373.6118043,0,101.3831754,153.0513442,124.0762294,0.418797562,0
2,222.5123895,1623.086057,492.817741,1305.074132,361.3932997,225.611826,2758.315817,1344.765275,0,799.5681852,23.57420415,46.16949773,353.3593785,465.5396062,589.6964995,624.7964316,0,96.31913441,905.6515239,136.8482187,27.96387118,96.94863445,20.70375344,59.61707393,1.507921952,117.8536995,95.53354337,117.7103056,65.10652223,0,40.42460931,575.1251841,573.6138611,47.98414656,705.4692275,103.0940284,28.46581006,296.1633826,164.5195163,0.296817259,64.8371206
13,249.8237872,1278.16817,1354.522144,1160.590192,838.8824029,242.002301,2986.578041,3581.665766,4627.169215,0,40.12518829,40.12518829,2098.243523,307.9176864,899.887765,929.1403029,0,0,696.6750619,148.3135619,37.6948848,179.5044921,49.01652158,136.7555062,4.937576186,191.0961532,126.0631514,130.3615907,162.3707085,0,104.36604,404.0117674,349.8083155,51.09909345,529.1905847,132.732033,202.6576856,273.699918,185.0975218,0.682366793,0
4,0,133.4158542,150.1637491,0,178.03494,226.0891355,1494.102828,1261.485232,722.3206626,86.02420112,0,2276.078192,512.5135641,140.1077022,347.9105259,584.5177747,0,0,0,151.0455182,0,56.20379891,9.814780146,24.3701673,0.378088513,0,0,0,20.21027416,0,0,97.0697063,0,0,92.30079744,0,0,0,0,0,0
10,0,74.06333828,308.7342561,0,600.4524616,0,1566.932834,1196.568979,722.3206626,96.74275338,2276.078192,0,514.9059085,125.5331167,312.9966398,0,0,0,0,0,0,91.48148905,0,0,0.704303086,0,0,0,0,0,0,38.79844589,0,0,0,0,0,0,53.32633747,0,0
15,0,663.2972932,443.7707793,409.441396,316.154228,0,2255.771824,6250.598805,1090.547831,892.6842972,52.23263597,52.23263597,0,274.8742914,753.8578358,882.4953025,0,0,264.5863957,58.50318447,0,72.6579191,17.51462662,0,1.528558352,0,42.42589643,0,55.33371636,0,0,144.4997446,131.9039204,20.24303036,191.7014354,0,0,96.79650328,0,0,0
