name,node_id,control_type,control_type_name,cycle_length_in_second,x,y,geometry
,132738643,0,unknown_control,0,-111.991410,40.696600,"<Point><coordinates>-111.991410,40.696600</coordinates></Point>"
,132738647,0,unknown_control,0,-111.948390,40.696730,"<Point><coordinates>-111.948390,40.696730</coordinates></Point>"
,132738648,0,unknown_control,0,-111.979310,40.696620,"<Point><coordinates>-111.979310,40.696620</coordinates></Point>"
,132738652,0,unknown_control,0,-111.971200,40.696630,"<Point><coordinates>-111.971200,40.696630</coordinates></Point>"
,132738653,0,unknown_control,0,-111.964280,40.696640,"<Point><coordinates>-111.964280,40.696640</coordinates></Point>"
,132738654,0,unknown_control,0,-111.962030,40.696650,"<Point><coordinates>-111.962030,40.696650</coordinates></Point>"
,132738655,0,unknown_control,0,-111.963161,40.696650,"<Point><coordinates>-111.963161,40.696650</coordinates></Point>"
,132738656,0,unknown_control,0,-111.959160,40.696650,"<Point><coordinates>-111.959160,40.696650</coordinates></Point>"
,132738676,0,unknown_control,0,-111.973792,40.695698,"<Point><coordinates>-111.973792,40.695698</coordinates></Point>"
,132738678,0,unknown_control,0,-111.972300,40.695660,"<Point><coordinates>-111.972300,40.695660</coordinates></Point>"
,132738680,0,unknown_control,0,-111.971211,40.695660,"<Point><coordinates>-111.971211,40.695660</coordinates></Point>"
,132738681,0,unknown_control,0,-111.970180,40.695660,"<Point><coordinates>-111.970180,40.695660</coordinates></Point>"
,132738682,0,unknown_control,0,-111.969430,40.695740,"<Point><coordinates>-111.969430,40.695740</coordinates></Point>"
,132738693,0,unknown_control,0,-111.963150,40.695190,"<Point><coordinates>-111.963150,40.695190</coordinates></Point>"
,132738694,0,unknown_control,0,-111.964440,40.695220,"<Point><coordinates>-111.964440,40.695220</coordinates></Point>"
,132738696,0,unknown_control,0,-111.973201,40.695100,"<Point><coordinates>-111.973201,40.695100</coordinates></Point>"
,132738703,0,unknown_control,0,-111.967550,40.694890,"<Point><coordinates>-111.967550,40.694890</coordinates></Point>"
,132738704,0,unknown_control,0,-111.977091,40.694850,"<Point><coordinates>-111.977091,40.694850</coordinates></Point>"
,132738710,0,unknown_control,0,-111.955991,40.694650,"<Point><coordinates>-111.955991,40.694650</coordinates></Point>"
,132738711,0,unknown_control,0,-111.957960,40.695740,"<Point><coordinates>-111.957960,40.695740</coordinates></Point>"
,132738712,0,unknown_control,0,-111.957960,40.694670,"<Point><coordinates>-111.957960,40.694670</coordinates></Point>"
,132738715,0,unknown_control,0,-111.967550,40.694430,"<Point><coordinates>-111.967550,40.694430</coordinates></Point>"
,132738716,0,unknown_control,0,-111.963160,40.694430,"<Point><coordinates>-111.963160,40.694430</coordinates></Point>"
,132738717,0,unknown_control,0,-111.963800,40.694440,"<Point><coordinates>-111.963800,40.694440</coordinates></Point>"
,132738719,0,unknown_control,0,-111.961310,40.694430,"<Point><coordinates>-111.961310,40.694430</coordinates></Point>"
,132738722,0,unknown_control,0,-111.960010,40.694430,"<Point><coordinates>-111.960010,40.694430</coordinates></Point>"
,132738726,0,unknown_control,0,-111.970179,40.694350,"<Point><coordinates>-111.970179,40.694350</coordinates></Point>"
,132738732,0,unknown_control,0,-112.005730,40.693900,"<Point><coordinates>-112.005730,40.693900</coordinates></Point>"
,132738733,0,unknown_control,0,-112.004650,40.693910,"<Point><coordinates>-112.004650,40.693910</coordinates></Point>"
,132738734,0,unknown_control,0,-112.003599,40.693910,"<Point><coordinates>-112.003599,40.693910</coordinates></Point>"
,132738750,0,unknown_control,0,-111.986610,40.693750,"<Point><coordinates>-111.986610,40.693750</coordinates></Point>"
,132738752,0,unknown_control,0,-111.985060,40.693760,"<Point><coordinates>-111.985060,40.693760</coordinates></Point>"
,132738770,0,unknown_control,0,-111.986611,40.693490,"<Point><coordinates>-111.986611,40.693490</coordinates></Point>"
,132738771,0,unknown_control,0,-111.960030,40.693670,"<Point><coordinates>-111.960030,40.693670</coordinates></Point>"
,132738773,0,unknown_control,0,-111.995110,40.693380,"<Point><coordinates>-111.995110,40.693380</coordinates></Point>"
,132738774,0,unknown_control,0,-111.994060,40.693340,"<Point><coordinates>-111.994060,40.693340</coordinates></Point>"
,132738776,0,unknown_control,0,-111.993010,40.693250,"<Point><coordinates>-111.993010,40.693250</coordinates></Point>"
,132738784,0,unknown_control,0,-111.996179,40.693110,"<Point><coordinates>-111.996179,40.693110</coordinates></Point>"
,132738785,0,unknown_control,0,-111.997190,40.693080,"<Point><coordinates>-111.997190,40.693080</coordinates></Point>"
,132738790,0,unknown_control,0,-112.005730,40.692860,"<Point><coordinates>-112.005730,40.692860</coordinates></Point>"
,132738797,0,unknown_control,0,-111.977090,40.692940,"<Point><coordinates>-111.977090,40.692940</coordinates></Point>"
,132738805,0,unknown_control,0,-111.972480,40.692940,"<Point><coordinates>-111.972480,40.692940</coordinates></Point>"
,132738806,0,unknown_control,0,-111.967550,40.692930,"<Point><coordinates>-111.967550,40.692930</coordinates></Point>"
,132738842,0,unknown_control,0,-111.985330,40.691810,"<Point><coordinates>-111.985330,40.691810</coordinates></Point>"
,132738843,0,unknown_control,0,-111.986610,40.691790,"<Point><coordinates>-111.986610,40.691790</coordinates></Point>"
,132738844,0,unknown_control,0,-112.005699,40.691690,"<Point><coordinates>-112.005699,40.691690</coordinates></Point>"
,132738849,0,unknown_control,0,-111.957979,40.691720,"<Point><coordinates>-111.957979,40.691720</coordinates></Point>"
,132738857,0,unknown_control,0,-111.977090,40.691440,"<Point><coordinates>-111.977090,40.691440</coordinates></Point>"
,132738860,0,unknown_control,0,-111.986610,40.691280,"<Point><coordinates>-111.986610,40.691280</coordinates></Point>"
,132738865,0,unknown_control,0,-111.967540,40.691300,"<Point><coordinates>-111.967540,40.691300</coordinates></Point>"
,132738873,0,unknown_control,0,-112.005690,40.690730,"<Point><coordinates>-112.005690,40.690730</coordinates></Point>"
,132738882,0,unknown_control,0,-111.977090,40.690800,"<Point><coordinates>-111.977090,40.690800</coordinates></Point>"
,132738883,0,unknown_control,0,-111.996180,40.690590,"<Point><coordinates>-111.996180,40.690590</coordinates></Point>"
,132738891,0,unknown_control,0,-111.986610,40.690390,"<Point><coordinates>-111.986610,40.690390</coordinates></Point>"
,132738911,0,unknown_control,0,-111.996160,40.689830,"<Point><coordinates>-111.996160,40.689830</coordinates></Point>"
,132738924,0,unknown_control,0,-111.967540,40.689760,"<Point><coordinates>-111.967540,40.689760</coordinates></Point>"
,132738948,0,unknown_control,0,-111.977090,40.689360,"<Point><coordinates>-111.977090,40.689360</coordinates></Point>"
,132738949,0,unknown_control,0,-111.977090,40.690020,"<Point><coordinates>-111.977090,40.690020</coordinates></Point>"
,132738957,0,unknown_control,0,-111.981290,40.689340,"<Point><coordinates>-111.981290,40.689340</coordinates></Point>"
,132738972,0,unknown_control,0,-111.967540,40.689380,"<Point><coordinates>-111.967540,40.689380</coordinates></Point>"
,132738997,0,unknown_control,0,-111.967540,40.688490,"<Point><coordinates>-111.967540,40.688490</coordinates></Point>"
,132739022,0,unknown_control,0,-112.005700,40.687950,"<Point><coordinates>-112.005700,40.687950</coordinates></Point>"
,132739026,0,unknown_control,0,-111.986610,40.688050,"<Point><coordinates>-111.986610,40.688050</coordinates></Point>"
,132739126,0,unknown_control,0,-112.005690,40.686080,"<Point><coordinates>-112.005690,40.686080</coordinates></Point>"
,132739287,0,unknown_control,0,-112.005660,40.683230,"<Point><coordinates>-112.005660,40.683230</coordinates></Point>"
,132739367,0,unknown_control,0,-111.981700,40.682090,"<Point><coordinates>-111.981700,40.682090</coordinates></Point>"
,132753926,0,unknown_control,0,-111.965900,40.694430,"<Point><coordinates>-111.965900,40.694430</coordinates></Point>"
,132753927,0,unknown_control,0,-111.965910,40.694940,"<Point><coordinates>-111.965910,40.694940</coordinates></Point>"
,132753928,0,unknown_control,0,-111.962410,40.696000,"<Point><coordinates>-111.962410,40.696000</coordinates></Point>"
,132753929,0,unknown_control,0,-111.966409,40.695310,"<Point><coordinates>-111.966409,40.695310</coordinates></Point>"
,132754297,0,unknown_control,0,-111.971229,40.693850,"<Point><coordinates>-111.971229,40.693850</coordinates></Point>"
,132754306,0,unknown_control,0,-111.971940,40.696620,"<Point><coordinates>-111.971940,40.696620</coordinates></Point>"
,132754307,0,unknown_control,0,-111.971951,40.697650,"<Point><coordinates>-111.971951,40.697650</coordinates></Point>"
,132754308,0,unknown_control,0,-111.971339,40.697670,"<Point><coordinates>-111.971339,40.697670</coordinates></Point>"
,132754309,0,unknown_control,0,-111.972080,40.698180,"<Point><coordinates>-111.972080,40.698180</coordinates></Point>"
,132754310,0,unknown_control,0,-111.971910,40.698550,"<Point><coordinates>-111.971910,40.698550</coordinates></Point>"
,132754311,0,unknown_control,0,-111.973540,40.698160,"<Point><coordinates>-111.973540,40.698160</coordinates></Point>"
,132754604,0,unknown_control,0,-111.997199,40.693580,"<Point><coordinates>-111.997199,40.693580</coordinates></Point>"
,132754606,0,unknown_control,0,-111.992310,40.694370,"<Point><coordinates>-111.992310,40.694370</coordinates></Point>"
,132754607,0,unknown_control,0,-111.992360,40.695270,"<Point><coordinates>-111.992360,40.695270</coordinates></Point>"
,132754608,0,unknown_control,0,-111.991480,40.694360,"<Point><coordinates>-111.991480,40.694360</coordinates></Point>"
,132754654,0,unknown_control,0,-111.980400,40.699360,"<Point><coordinates>-111.980400,40.699360</coordinates></Point>"
,132754682,0,unknown_control,0,-111.991830,40.697340,"<Point><coordinates>-111.991830,40.697340</coordinates></Point>"
,132754744,0,unknown_control,0,-112.023090,40.697700,"<Point><coordinates>-112.023090,40.697700</coordinates></Point>"
,132754745,0,unknown_control,0,-112.020630,40.697860,"<Point><coordinates>-112.020630,40.697860</coordinates></Point>"
,132754746,0,unknown_control,0,-112.021980,40.698480,"<Point><coordinates>-112.021980,40.698480</coordinates></Point>"
,132754747,0,unknown_control,0,-112.021960,40.699049,"<Point><coordinates>-112.021960,40.699049</coordinates></Point>"
,132754748,0,unknown_control,0,-112.014840,40.699230,"<Point><coordinates>-112.014840,40.699230</coordinates></Point>"
,132754769,0,unknown_control,0,-112.004480,40.690740,"<Point><coordinates>-112.004480,40.690740</coordinates></Point>"
,132754804,0,unknown_control,0,-112.018110,40.692920,"<Point><coordinates>-112.018110,40.692920</coordinates></Point>"
,132772443,0,unknown_control,0,-111.986610,40.689300,"<Point><coordinates>-111.986610,40.689300</coordinates></Point>"
,132772647,0,unknown_control,0,-111.961840,40.695040,"<Point><coordinates>-111.961840,40.695040</coordinates></Point>"
,132772648,0,unknown_control,0,-111.961840,40.696649,"<Point><coordinates>-111.961840,40.696649</coordinates></Point>"
,132783439,0,unknown_control,0,-111.953234,40.696714,"<Point><coordinates>-111.953234,40.696714</coordinates></Point>"
,132914139,0,unknown_control,0,-111.977090,40.690410,"<Point><coordinates>-111.977090,40.690410</coordinates></Point>"
,132923786,0,unknown_control,0,-112.036050,40.696530,"<Point><coordinates>-112.036050,40.696530</coordinates></Point>"
,132923841,0,unknown_control,0,-111.967540,40.687350,"<Point><coordinates>-111.967540,40.687350</coordinates></Point>"
,132953255,0,unknown_control,0,-111.955531,40.696702,"<Point><coordinates>-111.955531,40.696702</coordinates></Point>"
,133035530,0,unknown_control,0,-111.951391,40.696730,"<Point><coordinates>-111.951391,40.696730</coordinates></Point>"
,133035531,0,unknown_control,0,-111.965899,40.696636,"<Point><coordinates>-111.965899,40.696636</coordinates></Point>"
,133035532,0,unknown_control,0,-111.969347,40.696633,"<Point><coordinates>-111.969347,40.696633</coordinates></Point>"
,133035533,0,unknown_control,0,-111.975314,40.696631,"<Point><coordinates>-111.975314,40.696631</coordinates></Point>"
,133035534,0,unknown_control,0,-111.984655,40.696616,"<Point><coordinates>-111.984655,40.696616</coordinates></Point>"
,133035535,0,unknown_control,0,-111.990957,40.696598,"<Point><coordinates>-111.990957,40.696598</coordinates></Point>"
,133035536,0,unknown_control,0,-111.993314,40.696595,"<Point><coordinates>-111.993314,40.696595</coordinates></Point>"
,133035537,0,unknown_control,0,-111.995050,40.696603,"<Point><coordinates>-111.995050,40.696603</coordinates></Point>"
,133035538,0,unknown_control,0,-112.004713,40.696585,"<Point><coordinates>-112.004713,40.696585</coordinates></Point>"
,133035539,0,unknown_control,0,-112.008365,40.696577,"<Point><coordinates>-112.008365,40.696577</coordinates></Point>"
,133035540,0,unknown_control,0,-112.010251,40.696569,"<Point><coordinates>-112.010251,40.696569</coordinates></Point>"
,133035541,0,unknown_control,0,-112.014466,40.696550,"<Point><coordinates>-112.014466,40.696550</coordinates></Point>"
,133035542,0,unknown_control,0,-112.016643,40.696533,"<Point><coordinates>-112.016643,40.696533</coordinates></Point>"
,133035543,0,unknown_control,0,-112.020054,40.696533,"<Point><coordinates>-112.020054,40.696533</coordinates></Point>"
,133035544,0,unknown_control,0,-112.023305,40.696519,"<Point><coordinates>-112.023305,40.696519</coordinates></Point>"
,133035545,0,unknown_control,0,-111.962045,40.693593,"<Point><coordinates>-111.962045,40.693593</coordinates></Point>"
,133035546,0,unknown_control,0,-111.960041,40.692916,"<Point><coordinates>-111.960041,40.692916</coordinates></Point>"
,133035547,0,unknown_control,0,-111.958834,40.692921,"<Point><coordinates>-111.958834,40.692921</coordinates></Point>"
,133035548,0,unknown_control,0,-111.958858,40.691139,"<Point><coordinates>-111.958858,40.691139</coordinates></Point>"
,133035549,0,unknown_control,0,-111.955967,40.692968,"<Point><coordinates>-111.955967,40.692968</coordinates></Point>"
,133035550,0,unknown_control,0,-111.957961,40.694439,"<Point><coordinates>-111.957961,40.694439</coordinates></Point>"
,133035551,0,unknown_control,0,-111.958471,40.694437,"<Point><coordinates>-111.958471,40.694437</coordinates></Point>"
,133035552,0,unknown_control,0,-111.957969,40.693642,"<Point><coordinates>-111.957969,40.693642</coordinates></Point>"
,133035553,0,unknown_control,0,-111.960080,40.691976,"<Point><coordinates>-111.960080,40.691976</coordinates></Point>"
,133035554,0,unknown_control,0,-111.960034,40.693413,"<Point><coordinates>-111.960034,40.693413</coordinates></Point>"
,133035555,0,unknown_control,0,-111.957988,40.699552,"<Point><coordinates>-111.957988,40.699552</coordinates></Point>"
,133035556,0,unknown_control,0,-111.965410,40.692903,"<Point><coordinates>-111.965410,40.692903</coordinates></Point>"
,133035557,0,unknown_control,0,-111.981118,40.692976,"<Point><coordinates>-111.981118,40.692976</coordinates></Point>"
,133035558,0,unknown_control,0,-112.021242,40.694316,"<Point><coordinates>-112.021242,40.694316</coordinates></Point>"
,133035559,0,unknown_control,0,-111.979969,40.696615,"<Point><coordinates>-111.979969,40.696615</coordinates></Point>"
,133035560,0,unknown_control,0,-111.993111,40.699518,"<Point><coordinates>-111.993111,40.699518</coordinates></Point>"
,133035561,0,unknown_control,0,-112.037065,40.696522,"<Point><coordinates>-112.037065,40.696522</coordinates></Point>"
,133035562,0,unknown_control,0,-112.037145,40.700141,"<Point><coordinates>-112.037145,40.700141</coordinates></Point>"
,133035563,0,unknown_control,0,-112.035801,40.693538,"<Point><coordinates>-112.035801,40.693538</coordinates></Point>"
,133035564,0,unknown_control,0,-112.023672,40.689196,"<Point><coordinates>-112.023672,40.689196</coordinates></Point>"
,133035565,0,unknown_control,0,-112.023617,40.688704,"<Point><coordinates>-112.023617,40.688704</coordinates></Point>"
,133035566,0,unknown_control,0,-112.023598,40.687868,"<Point><coordinates>-112.023598,40.687868</coordinates></Point>"
,133035567,0,unknown_control,0,-112.015177,40.686696,"<Point><coordinates>-112.015177,40.686696</coordinates></Point>"
,133035568,0,unknown_control,0,-112.020763,40.685560,"<Point><coordinates>-112.020763,40.685560</coordinates></Point>"
,133035569,0,unknown_control,0,-112.010260,40.692628,"<Point><coordinates>-112.010260,40.692628</coordinates></Point>"
,133035570,0,unknown_control,0,-112.001123,40.692432,"<Point><coordinates>-112.001123,40.692432</coordinates></Point>"
,133035572,0,unknown_control,0,-111.999701,40.692467,"<Point><coordinates>-111.999701,40.692467</coordinates></Point>"
,133035573,0,unknown_control,0,-111.998258,40.692936,"<Point><coordinates>-111.998258,40.692936</coordinates></Point>"
,133035574,0,unknown_control,0,-111.996067,40.686679,"<Point><coordinates>-111.996067,40.686679</coordinates></Point>"
,133035575,0,unknown_control,0,-111.987898,40.693490,"<Point><coordinates>-111.987898,40.693490</coordinates></Point>"
,133035576,0,unknown_control,0,-111.988842,40.693546,"<Point><coordinates>-111.988842,40.693546</coordinates></Point>"
,133035577,0,unknown_control,0,-111.989462,40.693474,"<Point><coordinates>-111.989462,40.693474</coordinates></Point>"
,133035578,0,unknown_control,0,-111.983945,40.693674,"<Point><coordinates>-111.983945,40.693674</coordinates></Point>"
,133035579,0,unknown_control,0,-111.982509,40.693375,"<Point><coordinates>-111.982509,40.693375</coordinates></Point>"
,133035580,0,unknown_control,0,-111.982515,40.694250,"<Point><coordinates>-111.982515,40.694250</coordinates></Point>"
,133035581,0,unknown_control,0,-111.982614,40.695519,"<Point><coordinates>-111.982614,40.695519</coordinates></Point>"
,133035582,0,unknown_control,0,-111.983558,40.695574,"<Point><coordinates>-111.983558,40.695574</coordinates></Point>"
,133035583,0,unknown_control,0,-111.984398,40.695521,"<Point><coordinates>-111.984398,40.695521</coordinates></Point>"
,133035584,0,unknown_control,0,-111.984839,40.692165,"<Point><coordinates>-111.984839,40.692165</coordinates></Point>"
,133035585,0,unknown_control,0,-111.983873,40.692533,"<Point><coordinates>-111.983873,40.692533</coordinates></Point>"
,133035586,0,unknown_control,0,-111.982503,40.692568,"<Point><coordinates>-111.982503,40.692568</coordinates></Point>"
,133035587,0,unknown_control,0,-111.982507,40.693139,"<Point><coordinates>-111.982507,40.693139</coordinates></Point>"
,133035588,0,unknown_control,0,-111.982480,40.692923,"<Point><coordinates>-111.982480,40.692923</coordinates></Point>"
,133035589,0,unknown_control,0,-111.978072,40.690856,"<Point><coordinates>-111.978072,40.690856</coordinates></Point>"
,133035590,0,unknown_control,0,-111.978745,40.691069,"<Point><coordinates>-111.978745,40.691069</coordinates></Point>"
,133035591,0,unknown_control,0,-111.980478,40.691328,"<Point><coordinates>-111.980478,40.691328</coordinates></Point>"
,133035592,0,unknown_control,0,-111.980598,40.690009,"<Point><coordinates>-111.980598,40.690009</coordinates></Point>"
,133035593,0,unknown_control,0,-111.980606,40.689301,"<Point><coordinates>-111.980606,40.689301</coordinates></Point>"
,133035594,0,unknown_control,0,-111.974358,40.691972,"<Point><coordinates>-111.974358,40.691972</coordinates></Point>"
,133035595,0,unknown_control,0,-111.974637,40.691243,"<Point><coordinates>-111.974637,40.691243</coordinates></Point>"
,133035596,0,unknown_control,0,-111.974189,40.692939,"<Point><coordinates>-111.974189,40.692939</coordinates></Point>"
,133035597,0,unknown_control,0,-111.970372,40.692913,"<Point><coordinates>-111.970372,40.692913</coordinates></Point>"
,133035598,0,unknown_control,0,-111.970454,40.693611,"<Point><coordinates>-111.970454,40.693611</coordinates></Point>"
,133035599,0,unknown_control,0,-111.970391,40.690119,"<Point><coordinates>-111.970391,40.690119</coordinates></Point>"
,133035600,0,unknown_control,0,-111.969400,40.694362,"<Point><coordinates>-111.969400,40.694362</coordinates></Point>"
,133035601,0,unknown_control,0,-111.969106,40.694905,"<Point><coordinates>-111.969106,40.694905</coordinates></Point>"
,133035602,0,unknown_control,0,-111.963777,40.694080,"<Point><coordinates>-111.963777,40.694080</coordinates></Point>"
,133035603,0,unknown_control,0,-111.959996,40.691134,"<Point><coordinates>-111.959996,40.691134</coordinates></Point>"
,133035604,0,unknown_control,0,-111.959883,40.689708,"<Point><coordinates>-111.959883,40.689708</coordinates></Point>"
,133035605,0,unknown_control,0,-111.957965,40.690739,"<Point><coordinates>-111.957965,40.690739</coordinates></Point>"
,133035606,0,unknown_control,0,-111.946736,40.696703,"<Point><coordinates>-111.946736,40.696703</coordinates></Point>"
,133035607,0,unknown_control,0,-111.958014,40.704910,"<Point><coordinates>-111.958014,40.704910</coordinates></Point>"
,133035608,0,unknown_control,0,-111.955090,40.704848,"<Point><coordinates>-111.955090,40.704848</coordinates></Point>"
,133035609,0,unknown_control,0,-111.950935,40.704680,"<Point><coordinates>-111.950935,40.704680</coordinates></Point>"
,133035610,0,unknown_control,0,-111.983690,40.701480,"<Point><coordinates>-111.983690,40.701480</coordinates></Point>"
,133035611,0,unknown_control,0,-111.990882,40.700586,"<Point><coordinates>-111.990882,40.700586</coordinates></Point>"
,133035612,0,unknown_control,0,-111.991224,40.704445,"<Point><coordinates>-111.991224,40.704445</coordinates></Point>"
,133035613,0,unknown_control,0,-111.997193,40.701497,"<Point><coordinates>-111.997193,40.701497</coordinates></Point>"
,133035614,0,unknown_control,0,-112.007258,40.700554,"<Point><coordinates>-112.007258,40.700554</coordinates></Point>"
,133035615,0,unknown_control,0,-112.009238,40.700472,"<Point><coordinates>-112.009238,40.700472</coordinates></Point>"
,133035616,0,unknown_control,0,-112.010970,40.699545,"<Point><coordinates>-112.010970,40.699545</coordinates></Point>"
,133035617,0,unknown_control,0,-112.012323,40.699594,"<Point><coordinates>-112.012323,40.699594</coordinates></Point>"
,133035618,0,unknown_control,0,-112.021288,40.700217,"<Point><coordinates>-112.021288,40.700217</coordinates></Point>"
,133035619,0,unknown_control,0,-112.030117,40.701868,"<Point><coordinates>-112.030117,40.701868</coordinates></Point>"
,133035620,0,unknown_control,0,-112.029715,40.702973,"<Point><coordinates>-112.029715,40.702973</coordinates></Point>"
,133035621,0,unknown_control,0,-112.029703,40.704444,"<Point><coordinates>-112.029703,40.704444</coordinates></Point>"
,133035622,0,unknown_control,0,-112.024897,40.704594,"<Point><coordinates>-112.024897,40.704594</coordinates></Point>"
,133035623,0,unknown_control,0,-112.028941,40.693473,"<Point><coordinates>-112.028941,40.693473</coordinates></Point>"
,133035624,0,unknown_control,0,-112.029345,40.692644,"<Point><coordinates>-112.029345,40.692644</coordinates></Point>"
,133035625,0,unknown_control,0,-112.028414,40.690902,"<Point><coordinates>-112.028414,40.690902</coordinates></Point>"
,133035626,0,unknown_control,0,-112.029877,40.692715,"<Point><coordinates>-112.029877,40.692715</coordinates></Point>"
,133035627,0,unknown_control,0,-112.035767,40.692320,"<Point><coordinates>-112.035767,40.692320</coordinates></Point>"
