agent_id,tour_id,from_zone_id,to_zone_id,from_origin_node_id,to_destination_node_id,departure_time_in_min,end_time_in_min,travel_time_in_min,demand_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
0,0,1,2,1,2,0.04,45.20,45.16,1,1,10.00,1,15,45.10,
1,1,1,2,1,2,0.09,45.20,45.11,1,1,10.00,1,15,45.10,
2,2,1,2,1,2,0.13,45.30,45.17,1,1,10.00,1,5,45.10,
3,3,1,2,1,2,0.18,45.30,45.12,1,1,10.00,1,0,45.10,
4,4,1,2,1,2,0.22,45.40,45.18,1,1,10.00,1,10,45.10,
5,5,1,2,1,2,0.27,45.40,45.13,1,1,10.00,1,10,45.10,
6,6,1,2,1,2,0.31,45.40,45.09,1,1,10.00,1,10,45.10,
7,7,1,2,1,2,0.36,45.50,45.14,1,1,10.00,1,0,45.10,
8,8,1,2,1,2,0.40,45.50,45.10,1,1,10.00,1,15,45.10,
9,9,1,2,1,2,0.45,45.60,45.15,1,1,10.00,1,0,45.10,
10,10,1,2,1,2,0.49,45.60,45.11,1,1,10.00,1,5,45.10,
11,11,1,2,1,2,0.54,45.70,45.16,1,1,10.00,1,10,45.10,
12,12,1,2,1,2,0.58,45.70,45.12,1,1,10.00,1,10,45.10,
13,13,1,2,1,2,0.63,45.80,45.17,1,1,10.00,1,5,45.10,
14,14,1,2,1,2,0.67,45.80,45.13,1,1,10.00,1,0,45.10,
15,15,1,2,1,2,0.72,45.80,45.08,1,1,10.00,1,10,45.10,
16,16,1,2,1,2,0.76,45.90,45.14,1,1,10.00,1,15,45.10,
17,17,1,2,1,2,0.81,45.90,45.09,1,1,10.00,1,5,45.10,
18,18,1,2,1,2,0.85,46.00,45.15,1,1,10.00,1,10,45.10,
19,19,1,2,1,2,0.90,46.00,45.10,1,1,10.00,1,0,45.10,
20,20,1,2,1,2,0.94,46.10,45.16,1,1,10.00,1,5,45.10,
21,21,1,2,1,2,0.99,46.10,45.11,1,1,10.00,1,5,45.10,
22,22,1,2,1,2,1.03,46.20,45.17,1,1,10.00,1,5,45.10,
23,23,1,2,1,2,1.08,46.20,45.12,1,1,10.00,1,5,45.10,
24,24,1,2,1,2,1.12,46.30,45.18,1,1,10.00,1,10,45.10,
25,25,1,2,1,2,1.17,46.30,45.13,1,1,10.00,1,5,45.10,
26,26,1,2,1,2,1.21,46.30,45.09,1,1,10.00,1,10,45.10,
27,27,1,2,1,2,1.26,46.40,45.14,1,1,10.00,1,5,45.10,
28,28,1,2,1,2,1.30,46.40,45.10,1,1,10.00,1,5,45.10,
29,29,1,2,1,2,1.35,46.50,45.15,1,1,10.00,1,10,45.10,
30,30,1,2,1,2,1.39,46.50,45.11,1,1,10.00,1,15,45.10,
31,31,1,2,1,2,1.44,46.60,45.16,1,1,10.00,1,10,45.10,
32,32,1,2,1,2,1.48,46.60,45.12,1,1,10.00,1,0,45.10,
33,33,1,2,1,2,1.53,46.70,45.17,1,1,10.00,1,0,45.10,
34,34,1,2,1,2,1.57,46.70,45.13,1,1,10.00,1,15,45.10,
35,35,1,2,1,2,1.62,46.70,45.08,1,1,10.00,1,10,45.10,
36,36,1,2,1,2,1.66,46.80,45.14,1,1,10.00,1,15,45.10,
37,37,1,2,1,2,1.71,46.80,45.09,1,1,10.00,1,10,45.10,
38,38,1,2,1,2,1.75,46.90,45.15,1,1,10.00,1,0,45.10,
39,39,1,2,1,2,1.80,46.90,45.10,1,1,10.00,1,0,45.10,
40,40,1,2,1,2,1.84,47.00,45.16,1,1,10.00,1,15,45.10,
41,41,1,2,1,2,1.89,47.00,45.11,1,1,10.00,1,10,45.10,
42,42,1,2,1,2,1.93,47.10,45.17,1,1,10.00,1,5,45.10,
43,43,1,2,1,2,1.98,47.10,45.12,1,1,10.00,1,0,45.10,
44,44,1,2,1,2,2.02,47.20,45.18,1,1,10.00,1,15,45.10,
45,45,1,2,1,2,2.07,47.20,45.13,1,1,10.00,1,0,45.10,
46,46,1,2,1,2,2.11,47.20,45.09,1,1,10.00,1,0,45.10,
47,47,1,2,1,2,2.16,47.30,45.14,1,1,10.00,1,5,45.10,
48,48,1,2,1,2,2.20,47.30,45.10,1,1,10.00,1,15,45.10,
49,49,1,2,1,2,2.25,47.40,45.15,1,1,10.00,1,15,45.10,
50,50,1,2,1,2,2.29,47.40,45.11,1,1,10.00,1,15,45.10,
51,51,1,2,1,2,2.34,47.50,45.16,1,1,10.00,1,15,45.10,
52,52,1,2,1,2,2.38,47.50,45.12,1,1,10.00,1,5,45.10,
53,53,1,2,1,2,2.43,47.60,45.17,1,1,10.00,1,0,45.10,
54,54,1,2,1,2,2.47,47.60,45.13,1,1,10.00,1,5,45.10,
55,55,1,2,1,2,2.52,47.60,45.08,1,1,10.00,1,5,45.10,
56,56,1,2,1,2,2.56,47.70,45.14,1,1,10.00,1,10,45.10,
57,57,1,2,1,2,2.61,47.70,45.09,1,1,10.00,1,15,45.10,
58,58,1,2,1,2,2.65,47.80,45.15,1,1,10.00,1,10,45.10,
59,59,1,2,1,2,2.70,47.80,45.10,1,1,10.00,1,15,45.10,
60,60,1,2,1,2,2.74,47.90,45.16,1,1,10.00,1,10,45.10,
61,61,1,2,1,2,2.79,47.90,45.11,1,1,10.00,1,5,45.10,
62,62,1,2,1,2,2.83,48.00,45.17,1,1,10.00,1,5,45.10,
63,63,1,2,1,2,2.88,48.00,45.12,1,1,10.00,1,5,45.10,
64,64,1,2,1,2,2.92,48.10,45.18,1,1,10.00,1,10,45.10,
65,65,1,2,1,2,2.97,48.10,45.13,1,1,10.00,1,10,45.10,
66,66,1,2,1,2,3.01,48.10,45.09,1,1,10.00,1,10,45.10,
67,67,1,2,1,2,3.06,48.20,45.14,1,1,10.00,1,5,45.10,
68,68,1,2,1,2,3.10,48.20,45.10,1,1,10.00,1,5,45.10,
69,69,1,2,1,2,3.15,48.30,45.15,1,1,10.00,1,0,45.10,
70,70,1,2,1,2,3.19,48.30,45.11,1,1,10.00,1,15,45.10,
71,71,1,2,1,2,3.24,48.40,45.16,1,1,10.00,1,10,45.10,
72,72,1,2,1,2,3.28,48.40,45.12,1,1,10.00,1,0,45.10,
73,73,1,2,1,2,3.33,48.50,45.17,1,1,10.00,1,15,45.10,
74,74,1,2,1,2,3.37,48.50,45.13,1,1,10.00,1,5,45.10,
75,75,1,2,1,2,3.42,48.50,45.08,1,1,10.00,1,15,45.10,
76,76,1,2,1,2,3.46,48.60,45.14,1,1,10.00,1,15,45.10,
77,77,1,2,1,2,3.51,48.60,45.09,1,1,10.00,1,15,45.10,
78,78,1,2,1,2,3.55,48.70,45.15,1,1,10.00,1,5,45.10,
79,79,1,2,1,2,3.60,48.70,45.10,1,1,10.00,1,5,45.10,
80,80,1,2,1,2,3.64,48.80,45.16,1,1,10.00,1,5,45.10,
81,81,1,2,1,2,3.69,48.80,45.11,1,1,10.00,1,0,45.10,
82,82,1,2,1,2,3.73,48.90,45.17,1,1,10.00,1,15,45.10,
83,83,1,2,1,2,3.78,48.90,45.12,1,1,10.00,1,10,45.10,
84,84,1,2,1,2,3.82,49.00,45.18,1,1,10.00,1,0,45.10,
85,85,1,2,1,2,3.87,49.00,45.13,1,1,10.00,1,5,45.10,
86,86,1,2,1,2,3.91,49.00,45.09,1,1,10.00,1,10,45.10,
87,87,1,2,1,2,3.96,49.10,45.14,1,1,10.00,1,0,45.10,
88,88,1,2,1,2,4.00,49.10,45.10,1,1,10.00,1,15,45.10,
89,89,1,2,1,2,4.05,49.20,45.15,1,1,10.00,1,10,45.10,
90,90,1,2,1,2,4.09,49.20,45.11,1,1,10.00,1,15,45.10,
91,91,1,2,1,2,4.14,49.30,45.16,1,1,10.00,1,15,45.10,
92,92,1,2,1,2,4.18,49.30,45.12,1,1,10.00,1,15,45.10,
93,93,1,2,1,2,4.23,49.40,45.17,1,1,10.00,1,15,45.10,
94,94,1,2,1,2,4.27,49.40,45.13,1,1,10.00,1,5,45.10,
95,95,1,2,1,2,4.32,49.40,45.08,1,1,10.00,1,0,45.10,
96,96,1,2,1,2,4.36,49.50,45.14,1,1,10.00,1,5,45.10,
97,97,1,2,1,2,4.41,49.50,45.09,1,1,10.00,1,5,45.10,
98,98,1,2,1,2,4.45,49.60,45.15,1,1,10.00,1,10,45.10,
99,99,1,2,1,2,4.50,49.60,45.10,1,1,10.00,1,5,45.10,
100,100,1,2,1,2,4.54,49.70,45.16,1,1,10.00,1,5,45.10,
101,101,1,2,1,2,4.59,49.70,45.11,1,1,10.00,1,15,45.10,
102,102,1,2,1,2,4.63,49.80,45.17,1,1,10.00,1,10,45.10,
103,103,1,2,1,2,4.68,49.80,45.12,1,1,10.00,1,5,45.10,
104,104,1,2,1,2,4.72,49.90,45.18,1,1,10.00,1,10,45.10,
105,105,1,2,1,2,4.77,49.90,45.13,1,1,10.00,1,5,45.10,
106,106,1,2,1,2,4.81,49.90,45.09,1,1,10.00,1,10,45.10,
107,107,1,2,1,2,4.86,50.00,45.14,1,1,10.00,1,0,45.10,
108,108,1,2,1,2,4.90,50.00,45.10,1,1,10.00,1,5,45.10,
109,109,1,2,1,2,4.95,50.10,45.15,1,1,10.00,1,15,45.10,
110,110,1,2,1,2,4.99,50.10,45.11,1,1,10.00,1,10,45.10,
111,111,1,2,1,2,5.04,50.20,45.16,1,1,10.00,1,5,45.10,
112,112,1,2,1,2,5.08,50.20,45.12,1,1,10.00,1,0,45.10,
113,113,1,2,1,2,5.13,50.30,45.17,1,1,10.00,1,15,45.10,
114,114,1,2,1,2,5.17,50.30,45.13,1,1,10.00,1,5,45.10,
115,115,1,2,1,2,5.22,50.30,45.08,1,1,10.00,1,15,45.10,
116,116,1,2,1,2,5.26,50.40,45.14,1,1,10.00,1,5,45.10,
117,117,1,2,1,2,5.31,50.40,45.09,1,1,10.00,1,10,45.10,
118,118,1,2,1,2,5.35,50.50,45.15,1,1,10.00,1,5,45.10,
119,119,1,2,1,2,5.40,50.50,45.10,1,1,10.00,1,0,45.10,
120,120,1,2,1,2,5.44,50.60,45.16,1,1,10.00,1,0,45.10,
121,121,1,2,1,2,5.49,50.60,45.11,1,1,10.00,1,15,45.10,
122,122,1,2,1,2,5.53,50.70,45.17,1,1,10.00,1,5,45.10,
123,123,1,2,1,2,5.58,50.70,45.12,1,1,10.00,1,10,45.10,
124,124,1,2,1,2,5.62,50.80,45.18,1,1,10.00,1,5,45.10,
125,125,1,2,1,2,5.67,50.80,45.13,1,1,10.00,1,15,45.10,
126,126,1,2,1,2,5.71,50.80,45.09,1,1,10.00,1,0,45.10,
127,127,1,2,1,2,5.76,50.90,45.14,1,1,10.00,1,15,45.10,
128,128,1,2,1,2,5.80,50.90,45.10,1,1,10.00,1,15,45.10,
129,129,1,2,1,2,5.85,51.00,45.15,1,1,10.00,1,10,45.10,
130,130,1,2,1,2,5.89,51.00,45.11,1,1,10.00,1,5,45.10,
131,131,1,2,1,2,5.94,51.10,45.16,1,1,10.00,1,15,45.10,
132,132,1,2,1,2,5.98,51.10,45.12,1,1,10.00,1,5,45.10,
133,133,1,2,1,2,6.03,51.20,45.17,1,1,10.00,1,10,45.10,
134,134,1,2,1,2,6.07,51.20,45.13,1,1,10.00,1,10,45.10,
135,135,1,2,1,2,6.12,51.20,45.08,1,1,10.00,1,15,45.10,
136,136,1,2,1,2,6.16,51.30,45.14,1,1,10.00,1,0,45.10,
137,137,1,2,1,2,6.21,51.30,45.09,1,1,10.00,1,10,45.10,
138,138,1,2,1,2,6.25,51.40,45.15,1,1,10.00,1,10,45.10,
139,139,1,2,1,2,6.30,51.40,45.10,1,1,10.00,1,5,45.10,
140,140,1,2,1,2,6.34,51.50,45.16,1,1,10.00,1,0,45.10,
141,141,1,2,1,2,6.39,51.50,45.11,1,1,10.00,1,10,45.10,
142,142,1,2,1,2,6.43,51.60,45.17,1,1,10.00,1,15,45.10,
143,143,1,2,1,2,6.48,51.60,45.12,1,1,10.00,1,0,45.10,
144,144,1,2,1,2,6.52,51.70,45.18,1,1,10.00,1,10,45.10,
145,145,1,2,1,2,6.57,51.70,45.13,1,1,10.00,1,15,45.10,
146,146,1,2,1,2,6.61,51.70,45.09,1,1,10.00,1,0,45.10,
147,147,1,2,1,2,6.66,51.80,45.14,1,1,10.00,1,10,45.10,
148,148,1,2,1,2,6.70,51.80,45.10,1,1,10.00,1,10,45.10,
149,149,1,2,1,2,6.75,51.90,45.15,1,1,10.00,1,0,45.10,
150,150,1,2,1,2,6.79,51.90,45.11,1,1,10.00,1,0,45.10,
151,151,1,2,1,2,6.84,52.00,45.16,1,1,10.00,1,0,45.10,
152,152,1,2,1,2,6.88,52.00,45.12,1,1,10.00,1,5,45.10,
153,153,1,2,1,2,6.93,52.10,45.17,1,1,10.00,1,5,45.10,
154,154,1,2,1,2,6.97,52.10,45.13,1,1,10.00,1,15,45.10,
155,155,1,2,1,2,7.02,52.10,45.08,1,1,10.00,1,0,45.10,
156,156,1,2,1,2,7.06,52.20,45.14,1,1,10.00,1,0,45.10,
157,157,1,2,1,2,7.11,52.20,45.09,1,1,10.00,1,15,45.10,
158,158,1,2,1,2,7.15,52.30,45.15,1,1,10.00,1,0,45.10,
159,159,1,2,1,2,7.20,52.30,45.10,1,1,10.00,1,0,45.10,
160,160,1,2,1,2,7.24,52.40,45.16,1,1,10.00,1,10,45.10,
161,161,1,2,1,2,7.29,52.40,45.11,1,1,10.00,1,0,45.10,
162,162,1,2,1,2,7.33,52.50,45.17,1,1,10.00,1,10,45.10,
163,163,1,2,1,2,7.38,52.50,45.12,1,1,10.00,1,0,45.10,
164,164,1,2,1,2,7.42,52.60,45.18,1,1,10.00,1,0,45.10,
165,165,1,2,1,2,7.47,52.60,45.13,1,1,10.00,1,15,45.10,
166,166,1,2,1,2,7.51,52.60,45.09,1,1,10.00,1,5,45.10,
167,167,1,2,1,2,7.56,52.70,45.14,1,1,10.00,1,15,45.10,
168,168,1,2,1,2,7.60,52.70,45.10,1,1,10.00,1,15,45.10,
169,169,1,2,1,2,7.65,52.80,45.15,1,1,10.00,1,5,45.10,
170,170,1,2,1,2,7.69,52.80,45.11,1,1,10.00,1,15,45.10,
171,171,1,2,1,2,7.74,52.90,45.16,1,1,10.00,1,10,45.10,
172,172,1,2,1,2,7.78,52.90,45.12,1,1,10.00,1,0,45.10,
173,173,1,2,1,2,7.83,53.00,45.17,1,1,10.00,1,0,45.10,
174,174,1,2,1,2,7.87,53.00,45.13,1,1,10.00,1,0,45.10,
175,175,1,2,1,2,7.92,53.00,45.08,1,1,10.00,1,10,45.10,
176,176,1,2,1,2,7.96,53.10,45.14,1,1,10.00,1,10,45.10,
177,177,1,2,1,2,8.01,53.10,45.09,1,1,10.00,1,0,45.10,
178,178,1,2,1,2,8.05,53.20,45.15,1,1,10.00,1,15,45.10,
179,179,1,2,1,2,8.10,53.20,45.10,1,1,10.00,1,10,45.10,
180,180,1,2,1,2,8.14,53.30,45.16,1,1,10.00,1,5,45.10,
181,181,1,2,1,2,8.19,53.30,45.11,1,1,10.00,1,15,45.10,
182,182,1,2,1,2,8.23,53.40,45.17,1,1,10.00,1,15,45.10,
183,183,1,2,1,2,8.28,53.40,45.12,1,1,10.00,1,10,45.10,
184,184,1,2,1,2,8.32,53.50,45.18,1,1,10.00,1,15,45.10,
185,185,1,2,1,2,8.37,53.50,45.13,1,1,10.00,1,0,45.10,
186,186,1,2,1,2,8.41,53.50,45.09,1,1,10.00,1,0,45.10,
187,187,1,2,1,2,8.46,53.60,45.14,1,1,10.00,1,0,45.10,
188,188,1,2,1,2,8.50,53.60,45.10,1,1,10.00,1,0,45.10,
189,189,1,2,1,2,8.55,53.70,45.15,1,1,10.00,1,5,45.10,
190,190,1,2,1,2,8.59,53.70,45.11,1,1,10.00,1,10,45.10,
191,191,1,2,1,2,8.64,53.80,45.16,1,1,10.00,1,15,45.10,
192,192,1,2,1,2,8.68,53.80,45.12,1,1,10.00,1,10,45.10,
193,193,1,2,1,2,8.73,53.90,45.17,1,1,10.00,1,5,45.10,
194,194,1,2,1,2,8.77,53.90,45.13,1,1,10.00,1,5,45.10,
195,195,1,2,1,2,8.82,53.90,45.08,1,1,10.00,1,5,45.10,
196,196,1,2,1,2,8.86,54.00,45.14,1,1,10.00,1,0,45.10,
197,197,1,2,1,2,8.91,54.00,45.09,1,1,10.00,1,0,45.10,
198,198,1,2,1,2,8.95,54.10,45.15,1,1,10.00,1,15,45.10,
199,199,1,2,1,2,9.00,54.10,45.10,1,1,10.00,1,5,45.10,
200,200,1,2,1,2,9.04,54.20,45.16,1,1,10.00,1,5,45.10,
201,201,1,2,1,2,9.09,54.20,45.11,1,1,10.00,1,10,45.10,
202,202,1,2,1,2,9.13,54.30,45.17,1,1,10.00,1,10,45.10,
203,203,1,2,1,2,9.18,54.30,45.12,1,1,10.00,1,15,45.10,
204,204,1,2,1,2,9.22,54.40,45.18,1,1,10.00,1,15,45.10,
205,205,1,2,1,2,9.27,54.40,45.13,1,1,10.00,1,5,45.10,
206,206,1,2,1,2,9.31,54.40,45.09,1,1,10.00,1,15,45.10,
207,207,1,2,1,2,9.36,54.50,45.14,1,1,10.00,1,5,45.10,
208,208,1,2,1,2,9.40,54.50,45.10,1,1,10.00,1,5,45.10,
209,209,1,2,1,2,9.45,54.60,45.15,1,1,10.00,1,0,45.10,
210,210,1,2,1,2,9.49,54.60,45.11,1,1,10.00,1,0,45.10,
211,211,1,2,1,2,9.54,54.70,45.16,1,1,10.00,1,10,45.10,
212,212,1,2,1,2,9.58,54.70,45.12,1,1,10.00,1,0,45.10,
213,213,1,2,1,2,9.63,54.80,45.17,1,1,10.00,1,5,45.10,
214,214,1,2,1,2,9.67,54.80,45.13,1,1,10.00,1,0,45.10,
215,215,1,2,1,2,9.72,54.80,45.08,1,1,10.00,1,10,45.10,
216,216,1,2,1,2,9.76,54.90,45.14,1,1,10.00,1,5,45.10,
217,217,1,2,1,2,9.81,54.90,45.09,1,1,10.00,1,0,45.10,
218,218,1,2,1,2,9.85,55.00,45.15,1,1,10.00,1,0,45.10,
219,219,1,2,1,2,9.90,55.00,45.10,1,1,10.00,1,15,45.10,
220,220,1,2,1,2,9.94,55.10,45.16,1,1,10.00,1,0,45.10,
221,221,1,2,1,2,9.99,55.10,45.11,1,1,10.00,1,5,45.10,
222,222,1,2,1,2,10.03,55.20,45.17,1,1,10.00,1,15,45.10,
223,223,1,2,1,2,10.08,55.20,45.12,1,1,10.00,1,0,45.10,
224,224,1,2,1,2,10.12,55.30,45.18,1,1,10.00,1,0,45.10,
225,225,1,2,1,2,10.17,55.30,45.13,1,1,10.00,1,10,45.10,
226,226,1,2,1,2,10.21,55.30,45.09,1,1,10.00,1,5,45.10,
227,227,1,2,1,2,10.26,55.40,45.14,1,1,10.00,1,10,45.10,
228,228,1,2,1,2,10.30,55.40,45.10,1,1,10.00,1,15,45.10,
229,229,1,2,1,2,10.35,55.50,45.15,1,1,10.00,1,0,45.10,
230,230,1,2,1,2,10.39,55.50,45.11,1,1,10.00,1,0,45.10,
231,231,1,2,1,2,10.44,55.60,45.16,1,1,10.00,1,0,45.10,
232,232,1,2,1,2,10.48,55.60,45.12,1,1,10.00,1,5,45.10,
233,233,1,2,1,2,10.53,55.70,45.17,1,1,10.00,1,10,45.10,
234,234,1,2,1,2,10.57,55.70,45.13,1,1,10.00,1,15,45.10,
235,235,1,2,1,2,10.62,55.70,45.08,1,1,10.00,1,10,45.10,
236,236,1,2,1,2,10.66,55.80,45.14,1,1,10.00,1,5,45.10,
237,237,1,2,1,2,10.71,55.80,45.09,1,1,10.00,1,0,45.10,
238,238,1,2,1,2,10.75,55.90,45.15,1,1,10.00,1,0,45.10,
239,239,1,2,1,2,10.80,55.90,45.10,1,1,10.00,1,5,45.10,
240,240,1,2,1,2,10.84,56.00,45.16,1,1,10.00,1,5,45.10,
241,241,1,2,1,2,10.89,56.00,45.11,1,1,10.00,1,5,45.10,
242,242,1,2,1,2,10.93,56.10,45.17,1,1,10.00,1,10,45.10,
243,243,1,2,1,2,10.98,56.10,45.12,1,1,10.00,1,15,45.10,
244,244,1,2,1,2,11.02,56.20,45.18,1,1,10.00,1,10,45.10,
245,245,1,2,1,2,11.07,56.20,45.13,1,1,10.00,1,0,45.10,
246,246,1,2,1,2,11.11,56.20,45.09,1,1,10.00,1,0,45.10,
247,247,1,2,1,2,11.16,56.30,45.14,1,1,10.00,1,15,45.10,
248,248,1,2,1,2,11.20,56.30,45.10,1,1,10.00,1,0,45.10,
249,249,1,2,1,2,11.25,56.40,45.15,1,1,10.00,1,10,45.10,
250,250,1,2,1,2,11.29,56.40,45.11,1,1,10.00,1,5,45.10,
251,251,1,2,1,2,11.34,56.50,45.16,1,1,10.00,1,15,45.10,
252,252,1,2,1,2,11.38,56.50,45.12,1,1,10.00,1,10,45.10,
253,253,1,2,1,2,11.43,56.60,45.17,1,1,10.00,1,10,45.10,
254,254,1,2,1,2,11.47,56.60,45.13,1,1,10.00,1,15,45.10,
255,255,1,2,1,2,11.52,56.60,45.08,1,1,10.00,1,15,45.10,
256,256,1,2,1,2,11.56,56.70,45.14,1,1,10.00,1,15,45.10,
257,257,1,2,1,2,11.61,56.70,45.09,1,1,10.00,1,15,45.10,
258,258,1,2,1,2,11.65,56.80,45.15,1,1,10.00,1,10,45.10,
259,259,1,2,1,2,11.70,56.80,45.10,1,1,10.00,1,0,45.10,
260,260,1,2,1,2,11.74,56.90,45.16,1,1,10.00,1,5,45.10,
261,261,1,2,1,2,11.79,56.90,45.11,1,1,10.00,1,10,45.10,
262,262,1,2,1,2,11.83,57.00,45.17,1,1,10.00,1,15,45.10,
263,263,1,2,1,2,11.88,57.00,45.12,1,1,10.00,1,5,45.10,
264,264,1,2,1,2,11.92,57.10,45.18,1,1,10.00,1,0,45.10,
265,265,1,2,1,2,11.97,57.10,45.13,1,1,10.00,1,10,45.10,
266,266,1,2,1,2,12.01,57.10,45.09,1,1,10.00,1,5,45.10,
267,267,1,2,1,2,12.06,57.20,45.14,1,1,10.00,1,15,45.10,
268,268,1,2,1,2,12.10,57.20,45.10,1,1,10.00,1,5,45.10,
269,269,1,2,1,2,12.15,57.30,45.15,1,1,10.00,1,5,45.10,
270,270,1,2,1,2,12.19,57.30,45.11,1,1,10.00,1,10,45.10,
271,271,1,2,1,2,12.24,57.40,45.16,1,1,10.00,1,15,45.10,
272,272,1,2,1,2,12.28,57.40,45.12,1,1,10.00,1,15,45.10,
273,273,1,2,1,2,12.33,57.50,45.17,1,1,10.00,1,5,45.10,
274,274,1,2,1,2,12.37,57.50,45.13,1,1,10.00,1,15,45.10,
275,275,1,2,1,2,12.42,57.50,45.08,1,1,10.00,1,5,45.10,
276,276,1,2,1,2,12.46,57.60,45.14,1,1,10.00,1,5,45.10,
277,277,1,2,1,2,12.51,57.60,45.09,1,1,10.00,1,5,45.10,
278,278,1,2,1,2,12.55,57.70,45.15,1,1,10.00,1,10,45.10,
279,279,1,2,1,2,12.60,57.70,45.10,1,1,10.00,1,0,45.10,
280,280,1,2,1,2,12.64,57.80,45.16,1,1,10.00,1,5,45.10,
281,281,1,2,1,2,12.69,57.80,45.11,1,1,10.00,1,0,45.10,
282,282,1,2,1,2,12.73,57.90,45.17,1,1,10.00,1,5,45.10,
283,283,1,2,1,2,12.78,57.90,45.12,1,1,10.00,1,10,45.10,
284,284,1,2,1,2,12.82,58.00,45.18,1,1,10.00,1,0,45.10,
285,285,1,2,1,2,12.87,58.00,45.13,1,1,10.00,1,15,45.10,
286,286,1,2,1,2,12.91,58.00,45.09,1,1,10.00,1,15,45.10,
287,287,1,2,1,2,12.96,58.10,45.14,1,1,10.00,1,15,45.10,
288,288,1,2,1,2,13.00,58.10,45.10,1,1,10.00,1,0,45.10,
289,289,1,2,1,2,13.05,58.20,45.15,1,1,10.00,1,10,45.10,
290,290,1,2,1,2,13.09,58.20,45.11,1,1,10.00,1,0,45.10,
291,291,1,2,1,2,13.14,58.30,45.16,1,1,10.00,1,10,45.10,
292,292,1,2,1,2,13.18,58.30,45.12,1,1,10.00,1,0,45.10,
293,293,1,2,1,2,13.23,58.40,45.17,1,1,10.00,1,0,45.10,
294,294,1,2,1,2,13.27,58.40,45.13,1,1,10.00,1,15,45.10,
295,295,1,2,1,2,13.32,58.40,45.08,1,1,10.00,1,0,45.10,
296,296,1,2,1,2,13.36,58.50,45.14,1,1,10.00,1,10,45.10,
297,297,1,2,1,2,13.41,58.50,45.09,1,1,10.00,1,0,45.10,
298,298,1,2,1,2,13.45,58.60,45.15,1,1,10.00,1,15,45.10,
299,299,1,2,1,2,13.50,58.60,45.10,1,1,10.00,1,5,45.10,
300,300,1,2,1,2,13.54,58.70,45.16,1,1,10.00,1,0,45.10,
301,301,1,2,1,2,13.59,58.70,45.11,1,1,10.00,1,15,45.10,
302,302,1,2,1,2,13.63,58.80,45.17,1,1,10.00,1,0,45.10,
303,303,1,2,1,2,13.68,58.80,45.12,1,1,10.00,1,10,45.10,
304,304,1,2,1,2,13.72,58.90,45.18,1,1,10.00,1,5,45.10,
305,305,1,2,1,2,13.77,58.90,45.13,1,1,10.00,1,0,45.10,
306,306,1,2,1,2,13.81,58.90,45.09,1,1,10.00,1,15,45.10,
307,307,1,2,1,2,13.86,59.00,45.14,1,1,10.00,1,10,45.10,
308,308,1,2,1,2,13.90,59.00,45.10,1,1,10.00,1,10,45.10,
309,309,1,2,1,2,13.95,59.10,45.15,1,1,10.00,1,15,45.10,
310,310,1,2,1,2,13.99,59.10,45.11,1,1,10.00,1,10,45.10,
311,311,1,2,1,2,14.04,59.20,45.16,1,1,10.00,1,10,45.10,
312,312,1,2,1,2,14.08,59.20,45.12,1,1,10.00,1,5,45.10,
313,313,1,2,1,2,14.13,59.30,45.17,1,1,10.00,1,5,45.10,
314,314,1,2,1,2,14.17,59.30,45.13,1,1,10.00,1,5,45.10,
315,315,1,2,1,2,14.22,59.30,45.08,1,1,10.00,1,5,45.10,
316,316,1,2,1,2,14.26,59.40,45.14,1,1,10.00,1,15,45.10,
317,317,1,2,1,2,14.31,59.40,45.09,1,1,10.00,1,15,45.10,
318,318,1,2,1,2,14.35,59.50,45.15,1,1,10.00,1,5,45.10,
319,319,1,2,1,2,14.40,59.50,45.10,1,1,10.00,1,15,45.10,
320,320,1,2,1,2,14.44,59.60,45.16,1,1,10.00,1,0,45.10,
321,321,1,2,1,2,14.49,59.60,45.11,1,1,10.00,1,0,45.10,
322,322,1,2,1,2,14.53,59.70,45.17,1,1,10.00,1,0,45.10,
323,323,1,2,1,2,14.58,59.70,45.12,1,1,10.00,1,5,45.10,
324,324,1,2,1,2,14.62,59.80,45.18,1,1,10.00,1,5,45.10,
325,325,1,2,1,2,14.67,59.80,45.13,1,1,10.00,1,10,45.10,
326,326,1,2,1,2,14.71,59.80,45.09,1,1,10.00,1,0,45.10,
327,327,1,2,1,2,14.76,59.90,45.14,1,1,10.00,1,10,45.10,
328,328,1,2,1,2,14.80,59.90,45.10,1,1,10.00,1,15,45.10,
329,329,1,2,1,2,14.85,60.00,45.15,1,1,10.00,1,15,45.10,
330,330,1,2,1,2,14.89,60.00,45.11,1,1,10.00,1,5,45.10,
331,331,1,2,1,2,14.94,60.10,45.16,1,1,10.00,1,5,45.10,
332,332,1,2,1,2,14.98,60.10,45.12,1,1,10.00,1,15,45.10,
333,333,1,2,1,2,15.03,60.20,45.17,1,1,10.00,1,5,45.10,
334,334,1,2,1,2,15.07,60.20,45.13,1,1,10.00,1,10,45.10,
335,335,1,2,1,2,15.12,60.20,45.08,1,1,10.00,1,0,45.10,
336,336,1,2,1,2,15.16,60.30,45.14,1,1,10.00,1,10,45.10,
337,337,1,2,1,2,15.21,60.30,45.09,1,1,10.00,1,0,45.10,
338,338,1,2,1,2,15.25,60.40,45.15,1,1,10.00,1,5,45.10,
