from_zone_id,to_zone_id,number_of_agents,number_of_agents_completing_trips,trip_time_in_min,distance
1,2,15,15,6.40666,1.4541
1,3,30,30,34.7133,2.9494
1,4,1,1,55.227,4.0067
1,5,11,11,38.1,4.7171
1,6,14,14,38.6286,5.0912
1,7,10,10,39.47,5.3937
1,8,1,1,59.8052,5.72036
1,9,67,67,51.3493,5.78556
1,10,5,5,51.3977,5.61813
1,11,90,90,49.15,4.77468
1,12,2,2,5.71631,2.9729
1,13,46,46,5.08696,2.8481
1,14,56,56,3.75357,2.0324
1,15,21,21,3.80001,2.0274
1,16,26,26,1.71155,0.873
1,17,21,21,1.98096,0.956
1,18,19,19,2.22631,0.9039
1,19,26,26,37.2846,4.3022
1,20,19,19,38.6895,4.7965
1,21,51,51,40.598,6.3201
1,22,26,26,50.9154,5.45236
1,23,12,12,52.6833,5.6859
1,24,67,67,8.07015,4.024
1,25,5,5,30.8866,3.7374
1,26,9,9,22.8638,2.98956
1,27,14,14,35.8643,3.1926
1,28,21,21,50.1238,4.775
1,30,9,9,42.4201,4.96698
1,31,28,28,18.2822,1.7174
1,32,19,19,1.88947,0.9323
1,33,8,8,34.4549,4.303
1,34,45,45,17.9378,1.56273
1,35,7,7,3.08503,1.4542
1,36,10,10,4.09,2.1084
1,37,22,22,35.65,3.1803
1,38,18,18,39.4055,5.2764
1,39,8,8,55.5433,5.58783
1,40,3,3,4.40578,2.4054
1,41,89,89,1.11011,0.6245
2,1,15,15,2.39333,1.4541
2,3,23,23,27.8957,2.0197
2,4,1,1,46.111,3.077
2,5,7,7,30.8616,3.7874
2,6,10,10,31.45,4.1615
2,7,7,7,36.3721,4.464
2,8,1,1,45.6208,4.79066
2,9,50,50,45.374,4.85586
2,10,3,3,63.2088,4.68843
2,11,68,68,43.1294,3.84498
2,12,1,1,4.47388,2.2962
2,13,34,34,3.8647,2.1714
2,14,42,42,4.74524,2.6648
2,15,16,16,4.74375,2.6598
2,16,19,19,3.3421,1.9531
2,17,15,15,2.24,1.0223
2,18,15,15,3.98,1.984
2,19,19,19,30.5316,3.3725
2,20,14,14,31.8072,3.8668
2,21,39,39,33.8461,5.3904
2,22,20,20,45.15,4.52266
2,23,9,9,47.6157,4.7562
2,24,51,51,6.84902,3.3473
2,25,3,3,42.9884,2.8077
2,26,7,7,15.1931,2.05986
2,27,11,11,28.7909,2.2629
2,28,15,15,44.0067,3.8453
2,30,6,6,47.8518,4.03728
2,31,21,21,12.1048,0.7877
2,32,13,13,1.96923,0.9986
2,33,6,6,30.4163,3.3733
2,34,34,34,11.7529,0.63303
2,35,5,5,2.97955,1.5187
2,36,8,8,4.38623,2.2815
2,37,16,16,28.7187,2.2506
2,38,14,14,32.4857,4.3467
2,39,5,5,37.7351,4.65813
2,40,4,4,3.91663,2.1278
2,41,67,67,2.68955,1.7046
3,1,31,31,24.8355,2.9494
3,2,23,23,23.5609,2.0197
3,4,2,2,3.05289,1.5699
3,5,16,16,3.79375,2.2803
3,6,21,21,4.31905,2.6544
3,7,15,15,5.18667,2.9569
3,8,2,2,24.5275,3.28356
3,9,101,101,18.7683,3.34876
3,10,7,7,20.6945,3.18133
3,11,135,135,16.6052,2.33788
3,12,3,3,37.2417,3.39886
3,13,68,68,26.1515,3.27406
3,14,84,84,27.0536,3.76746
3,15,31,31,27.0742,3.76246
3,16,39,39,25.8487,3.4484
3,17,31,31,24.7484,2.5176
3,18,30,30,26.26,3.4793
3,19,39,39,3.45385,1.8654
3,20,29,29,4.71379,2.3597
3,21,78,78,6.82564,3.8833
3,22,39,39,17.9872,3.01556
3,23,18,18,18.7222,3.2491
3,24,102,102,17.5392,2.62808
3,25,7,7,4.47114,1.3006
3,26,13,13,4.13846,1.10323
3,27,22,22,1.67728,0.7558
3,28,32,32,16.7531,2.3382
3,30,14,14,17.3214,2.53018
3,31,42,42,21.8524,0.7075
3,32,27,27,24.4889,2.4939
3,33,12,12,3.36666,1.8662
3,34,68,68,21.5912,0.590229
3,35,10,10,25.3,2.62136
3,36,16,16,26.775,3.38416
3,37,32,32,1.64687,0.7435
3,38,28,28,5.4393,2.8396
3,39,11,11,18.5727,3.15103
3,40,4,4,23.4493,3.23046
3,41,134,134,25.2634,3.1999
4,1,2,2,39.686,4.0067
4,2,1,1,6.96277,3.077
4,3,2,2,13.4727,1.5699
4,5,1,1,2.37372,1.3162
4,6,1,1,2.79596,1.6903
4,7,1,1,3.59167,1.9928
4,9,5,5,5.8517,3.1629
4,11,6,6,24.5222,3.39518
4,13,4,4,38.3931,4.33136
4,14,4,4,29.4959,4.82476
4,15,1,1,49.7496,4.81976
4,16,2,2,48.1216,4.5057
4,17,2,2,15.5721,3.5749
4,18,1,1,55.6417,4.5366
4,19,2,2,1.92123,0.9013
4,20,1,1,3.16223,1.3956
4,21,4,4,5.26877,2.9192
4,22,2,2,5.32257,2.39643
4,23,1,1,6.52789,2.8037
4,24,5,5,33.503,3.68538
4,26,1,1,3.70111,2.16053
4,27,1,1,1.74005,0.821
4,28,1,1,24.0854,3.3955
4,31,2,2,27.6286,1.7648
4,32,2,2,55.806,3.5512
4,34,4,4,23.8447,1.64753
4,35,1,1,6.74323,3.67866
4,36,1,1,22.1444,4.44146
4,37,1,1,1.88904,0.7994
4,38,1,1,4.22577,1.8755
4,41,6,6,31.223,4.2572
5,1,10,10,37.22,4.7171
5,2,8,8,34.2514,3.7874
5,3,16,16,9.85624,2.2803
5,6,7,7,1.63157,0.9073
5,7,5,5,2.33093,1.2098
5,8,1,1,4.40845,2.3147
5,9,35,35,4.60858,2.3799
5,10,2,2,5.76767,2.92393
5,11,47,47,26.6851,4.10558
5,12,1,1,60.0736,5.16656
5,13,23,23,38.0696,5.04176
5,14,29,29,39.0069,5.53516
5,15,11,11,39.3818,5.53016
5,16,13,13,38.0154,5.2161
5,17,10,10,36.73,4.2853
5,18,10,10,38.45,5.247
5,19,13,13,2.03076,0.9181
5,20,10,10,2.85,1.2786
5,21,26,26,4.01154,2.1362
5,22,13,13,5.00769,2.5159
5,23,6,6,6.47308,3.16543
5,24,35,35,27.7686,4.39578
5,25,3,3,4.18805,2.054
5,26,5,5,12.5357,2.87093
5,27,8,8,3.10657,1.5314
5,28,11,11,6.40909,3.02276
5,30,4,4,6.49559,3.30459
5,31,15,15,33.9533,2.4752
5,32,10,10,36.63,4.2616
5,33,4,4,2.04906,0.9189
5,34,24,24,33.6542,2.35793
5,35,4,4,34.1676,4.38906
5,36,6,6,42.4459,5.15186
5,37,11,11,3.01818,1.5098
5,38,9,9,2.58689,1.0925
5,39,3,3,5.75604,2.89363
5,40,2,2,43.4637,4.99816
5,41,46,46,37.037,4.9676
6,1,14,14,37.5928,5.0912
6,2,11,11,36.5545,4.1615
6,3,21,21,10.4714,2.6544
6,4,1,1,3.10895,1.6903
6,5,7,7,1.51669,0.9073
6,7,7,7,3.02005,1.5839
6,8,1,1,4.80963,2.6888
6,9,47,47,5.12766,2.754
6,10,3,3,6.62333,3.29803
6,11,62,62,27.3371,4.47968
6,12,2,2,34.3532,5.54066
6,13,31,31,38.8613,5.41586
6,14,39,39,39.6641,5.90926
6,15,15,15,40.34,5.90426
6,16,18,18,38.4556,5.5902
6,17,15,15,37.9467,4.6594
6,18,14,14,39.1857,5.6211
6,19,18,18,2.53889,1.2922
6,20,13,13,3.36923,1.6527
6,21,36,36,4.57501,2.5103
6,22,18,18,5.58889,2.89
6,23,8,8,7.10638,3.53953
6,24,47,47,28.3489,4.76988
6,25,3,3,4.70793,2.4281
6,26,6,6,12.8002,3.24503
6,27,10,10,3.61,1.9055
6,28,14,14,6.81428,3.39686
6,30,6,6,7.08849,3.67869
6,31,20,20,34.605,2.8493
6,32,12,12,37.2917,4.6357
6,33,6,6,2.52129,1.293
6,34,31,31,34.4581,2.73203
6,35,5,5,28.5799,4.76316
6,36,8,8,40.8135,5.52596
6,37,15,15,3.79999,1.8839
6,38,13,13,3.37691,1.4666
6,39,5,5,6.57997,3.26773
6,40,2,2,33.7892,5.37226
6,41,61,61,37.8574,5.3417
7,1,10,10,39.11,5.3937
7,2,8,8,40.1079,4.464
7,3,14,14,11.45,2.9569
7,4,1,1,3.93719,1.9928
7,5,5,5,2.24552,1.2098
7,6,7,7,2.93976,1.5839
7,8,1,1,4.24188,1.9931
7,9,33,33,4.19394,2.0583
7,10,2,2,5.70288,2.60233
7,11,44,44,7.05455,3.53125
7,12,1,1,9.58221,4.49885
7,13,22,22,39.75,5.71836
7,14,28,28,40.7964,6.21176
7,15,10,10,41.52,6.20676
7,16,13,13,39.8692,5.8927
7,17,10,10,39.12,4.9619
7,18,10,10,41.15,5.9236
7,19,13,13,2.55385,1.1012
7,20,10,10,2.51001,0.957
7,21,25,25,3.66,1.8146
7,22,12,12,4.58333,2.1943
7,23,5,5,6.40316,2.84383
7,24,33,33,8.1394,3.82145
7,25,2,2,4.04504,1.68
7,26,4,4,5.42764,2.55503
7,27,7,7,4.39526,2.208
7,28,10,10,5.98,2.70116
7,30,4,4,6.25369,2.98299
7,31,14,14,35.8143,3.1518
7,32,9,9,35.4515,4.9382
7,33,4,4,3.21162,1.5955
7,34,23,23,35.4696,3.03453
7,35,3,3,29.3779,5.06566
7,36,5,5,28.6546,5.82846
7,37,10,10,3.88001,1.5753
7,38,9,9,3.34453,1.3397
7,39,4,4,5.55446,2.57203
7,40,1,1,16.6453,5.67476
7,41,43,43,39.1,5.6442
8,1,1,1,12.3913,5.59923
8,2,1,1,44.3248,4.66953
8,3,2,2,6.16644,3.16243
8,5,1,1,4.30261,2.3147
8,6,1,1,4.84747,2.6888
8,7,1,1,3.74738,1.9931
8,9,6,6,0.734304,0.32
8,11,7,7,3.76876,1.79295
8,12,1,1,6.07263,2.76055
8,13,4,4,6.935,3.28635
8,14,5,5,8.31217,3.88665
8,15,1,1,8.25189,3.88165
8,16,2,2,9.53348,4.83845
8,17,2,2,26.7399,5.16743
8,18,2,2,39.4149,6.12913
8,19,2,2,4.45142,2.2061
8,20,1,1,2.77588,1.1289
8,21,4,4,2.01665,0.8565
8,22,2,2,1.24054,0.456
8,23,1,1,2.65826,1.10553
8,24,5,5,4.78427,2.08315
8,27,1,1,6.60162,3.3129
8,28,2,2,2.59631,0.96286
8,30,1,1,2.73206,1.24469
8,31,2,2,22.7822,3.35733
8,32,2,2,15.4863,5.14373
8,34,3,3,5.89522,2.88363
8,36,1,1,7.74249,3.39645
8,37,1,1,5.5022,2.26793
8,38,1,1,5.12097,2.4446
8,39,1,1,2.0462,0.83373
8,41,6,6,28.6725,5.84973
9,1,7,7,38.4287,5.66443
9,2,5,5,27.6174,4.73473
9,3,12,12,6.35833,3.22763
9,4,1,1,5.83978,3.1629
9,5,4,4,4.38397,2.3799
9,6,5,5,4.9179,2.754
9,7,4,4,4.01875,2.0583
9,8,1,1,0.865112,0.32
9,10,2,2,2.17575,0.92923
9,11,33,33,4.00303,1.85815
9,12,1,1,6.34558,2.82575
9,13,17,17,7.26471,3.35155
9,14,20,20,8.37999,3.95185
9,15,8,8,8.37411,3.94685
9,16,10,10,10.01,4.90365
9,17,8,8,30.3554,5.23263
9,18,7,7,37.0441,6.19433
9,19,10,10,4.73,2.2713
9,20,7,7,2.84256,1.1941
9,21,19,19,2.17367,0.9217
9,22,9,9,1.35234,0.5212
9,23,5,5,2.94822,1.17073
9,24,25,25,4.892,2.14835
9,25,2,2,4.61847,1.90233
9,26,3,3,5.14632,2.37043
9,27,5,5,6.53453,3.3781
9,28,7,7,2.48178,1.02806
9,30,3,3,3.11074,1.30989
9,31,10,10,29.35,3.42253
9,32,7,7,40.7751,5.20893
9,33,3,3,5.39508,2.7656
9,34,17,17,6.1,2.94883
9,35,3,3,9.76497,4.71383
9,36,4,4,7.82999,3.46165
9,37,8,8,5.66598,2.33313
9,38,7,7,5.2829,2.5098
9,39,3,3,2.53857,0.89893
9,40,1,1,7.90735,3.60955
9,41,32,32,32.3844,5.91493
10,1,1,1,33.3768,5.497
10,2,1,1,19.4228,4.5673
10,3,1,1,5.88184,3.0602
10,5,1,1,5.73901,2.92393
10,9,2,2,2.22949,0.92923
10,11,2,2,3.78409,1.69072
10,13,1,1,7.0722,3.18412
10,14,1,1,8.14746,3.78442
10,16,1,1,9.95435,4.73622
10,19,1,1,5.45288,2.3054
10,20,1,1,4.1394,1.73813
10,21,1,1,3.6944,1.46573
10,23,1,1,1.68671,0.6327
10,24,2,2,4.54684,1.98092
10,27,1,1,6.2915,2.7774
10,28,1,1,2.39056,0.86063
10,32,1,1,20.1067,5.0415
10,33,1,1,6.38232,2.8585
10,34,2,2,5.65985,2.7814
10,35,1,1,9.43713,4.5464
10,36,1,1,7.52673,3.29422
10,41,3,3,35.8927,5.7475
11,1,10,10,29.74,4.77468
11,2,8,8,34.8345,3.84498
11,3,16,16,4.26875,2.33788
11,4,1,1,5.995,3.39518
11,5,5,5,7.07657,4.10558
11,6,7,7,7.75936,4.47968
11,7,5,5,7.02386,3.37586
11,8,1,1,3.66968,1.63756
11,9,33,33,4.01213,1.70276
11,10,2,2,3.75189,1.53533
11,12,1,1,4.0293,1.7541
11,13,22,22,5.07728,2.2799
11,14,27,27,6.30001,2.8802
11,15,11,11,6.2,2.8752
11,16,13,13,7.89999,3.832
11,17,10,10,29.22,4.34288
11,18,10,10,9.21999,4.3655
11,19,13,13,6.73076,3.19648
11,20,9,9,5.9645,2.51166
11,21,25,25,5.24,2.23926
11,22,13,13,3.40769,1.36956
11,23,6,6,3.8529,1.6031
11,24,33,33,1.70303,0.63
11,25,2,2,3.37225,1.47368
11,26,4,4,3.04205,1.48068
11,27,7,7,5.04142,2.58108
11,28,10,10,2.24,0.96872
11,30,4,4,1.36592,0.5321
11,31,14,14,26.4357,2.53278
11,32,9,9,31.9062,4.31918
11,33,4,4,6.82275,3.69148
11,34,22,22,4.13182,2.05908
11,35,3,3,7.5528,3.82408
11,36,5,5,5.67372,2.39
11,37,10,10,4.44999,2.09258
11,38,9,9,8.5246,3.82736
11,39,3,3,3.55632,1.50503
11,40,2,2,5.8017,2.5379
11,41,44,44,29.7455,5.02518
12,1,6,6,5.41499,2.9729
12,2,5,5,4.23188,2.2962
12,3,10,10,19.4,3.39886
12,4,1,1,14.4672,4.45616
12,5,4,4,15.6562,5.16656
12,6,5,5,25.5574,5.54066
12,7,3,3,10.0672,4.61998
12,9,22,22,6.84091,2.94688
12,10,2,2,6.41238,2.77945
12,11,29,29,4.32069,1.7541
12,13,15,15,2.04667,0.9154
12,14,19,19,3.11053,1.5157
12,15,7,7,3.02855,1.5107
12,16,8,8,4.56755,2.4675
12,17,6,6,4.53968,2.2732
12,18,6,6,5.96616,3.001
12,19,8,8,20.852,4.75166
12,20,7,7,8.62014,3.75578
12,21,16,16,7.98126,3.48338
12,22,9,9,6.26641,2.61368
12,23,3,3,6.68793,2.84722
12,24,22,22,3.65455,1.4407
12,25,1,1,5.85071,2.44128
12,26,3,3,5.6795,2.44828
12,27,5,5,17.2297,3.64206
12,28,7,7,4.60355,1.93632
12,30,3,3,4.85433,1.9464
12,31,9,9,4.66306,2.16686
12,32,6,6,5.10121,2.7704
12,33,3,3,29.5357,4.75246
12,34,15,15,3.58001,1.76993
12,35,2,2,4.52762,2.2821
12,36,4,4,2.58723,1.0255
12,37,7,7,15.5785,3.62976
12,38,6,6,26.9656,5.72586
12,39,2,2,6.24707,2.74915
12,40,1,1,2.52808,1.1734
12,41,29,29,5.83793,3.2234
13,1,6,6,4.87377,2.8481
13,2,4,4,3.67935,2.1714
13,3,8,8,20.6224,3.27406
13,5,3,3,16.6688,5.04176
13,6,3,3,25.1446,5.41586
13,7,2,2,22.6184,5.71836
13,8,1,1,7.84723,3.40748
13,9,17,17,7.74707,3.47268
13,10,1,1,7.52661,3.30525
13,11,22,22,5.19547,2.2799
13,12,1,1,2.01984,0.9154
13,14,14,14,2.57857,1.3909
13,15,6,6,2.51588,1.3859
13,16,7,7,3.99991,2.3427
13,17,5,5,4.17339,2.1484
13,18,5,5,5.44446,2.8762
13,19,7,7,23.3839,4.62686
13,20,5,5,8.81298,4.5299
13,21,13,13,8.91538,4.00918
13,22,6,6,6.96467,3.13948
13,23,3,3,7.46387,3.37302
13,24,17,17,4.57058,1.9665
13,25,1,1,6.68005,2.96708
13,26,2,2,5.09085,2.79333
13,27,3,3,16.746,3.51726
13,28,5,5,5.56278,2.46212
13,30,2,2,5.65613,2.4722
13,31,7,7,4.10505,2.04206
13,32,5,5,4.73281,2.6456
13,33,2,2,22.0108,4.62766
13,34,11,11,3.08181,1.64513
13,35,1,1,3.99005,2.1573
13,36,3,3,1.47945,0.6173
13,37,6,6,14.3931,3.50496
13,38,4,4,23.8869,5.60106
13,39,1,1,7.31775,3.27495
13,41,22,22,5.35,3.0986
14,1,6,6,3.61987,2.0324
14,2,4,4,4.64803,2.6648
14,3,9,9,20.0567,3.76746
14,4,1,1,27.5358,4.82476
14,5,3,3,23.8786,5.53516
14,6,4,4,27.9278,5.90926
14,7,3,3,20.2963,6.21176
14,8,1,1,8.76105,4.00778
14,9,20,20,8.87,4.07298
14,10,1,1,9.16907,3.90555
14,11,28,28,6.32858,2.8802
14,13,14,14,2.62142,1.3909
14,15,7,7,1.19702,0.5702
14,16,8,8,2.75806,1.527
14,17,6,6,4.13261,2.0993
14,18,6,6,4.20676,2.0605
14,19,8,8,22.7762,5.12026
14,20,6,6,9.8197,5.0233
14,21,16,16,10.2125,4.60948
14,22,8,8,8.0774,3.73978
14,23,3,3,8.71702,3.97332
14,24,21,21,5.69523,2.5668
14,25,2,2,7.71356,3.9329
14,26,3,3,6.10992,3.28673
14,27,5,5,17.9683,4.01066
14,28,7,7,6.65897,3.06242
14,30,3,3,6.81285,3.0725
14,31,9,9,5.15455,2.53546
14,32,6,6,4.7881,2.5907
14,33,2,2,22.7139,5.12106
14,34,13,13,4.01538,2.13853
14,35,2,2,4.1546,2.1082
14,36,3,3,1.50623,0.6512
14,37,6,6,18.9577,3.99836
14,38,6,6,19.7944,6.09446
14,39,2,2,8.71173,3.87525
14,40,1,1,1.92163,0.9482
14,41,27,27,4,2.2829
15,1,2,2,3.50784,2.0274
15,2,2,2,4.58011,2.6598
15,3,4,4,17.9592,3.76246
15,5,2,2,22.2682,5.53016
15,6,2,2,33.811,5.90426
15,7,1,1,26.5246,6.20676
15,9,8,8,8.83504,4.06798
15,10,1,1,8.22174,3.90055
15,11,10,10,6.37,2.8752
15,13,6,6,2.64367,1.3859
15,14,6,6,1.18932,0.5702
15,16,3,3,2.70369,1.522
15,17,2,2,4.00748,2.0943
15,18,3,3,4.22695,2.0555
15,19,3,3,16.6832,5.11526
15,20,2,2,9.74725,5.0183
15,21,6,6,10.1281,4.60448
15,22,3,3,7.9965,3.73478
15,23,2,2,8.56937,3.96832
15,24,7,7,5.69747,2.5618
15,26,2,2,6.1553,3.28173
15,27,2,2,19.812,4.00566
15,28,3,3,6.42755,3.05742
15,30,1,1,7.13733,3.0675
15,31,3,3,4.99607,2.53046
15,32,3,3,4.66638,2.5857
15,33,1,1,24.7473,5.11606
15,34,6,6,3.88499,2.13353
15,35,1,1,4.04303,2.1032
15,36,1,1,1.41724,0.6462
15,37,2,2,17.7644,3.99336
15,38,2,2,24.2178,6.08946
15,40,1,1,1.9715,0.9432
15,41,10,10,3.91,2.2779
16,1,3,3,1.6252,0.873
16,2,3,3,7.35421,1.9531
16,3,4,4,24.9066,3.4484
16,5,1,1,36.6466,5.2161
16,6,3,3,45.9223,5.5902
16,7,1,1,51.9886,5.8927
16,9,9,9,10.3535,5.02478
16,11,13,13,7.86154,3.832
16,12,1,1,4.61572,2.4675
16,13,7,7,4.11729,2.3427
16,14,8,8,2.84972,1.527
16,15,3,3,2.6862,1.522
16,17,3,3,2.0296,0.9399
16,18,3,3,2.1205,0.9011
16,19,4,4,19.4463,4.8012
16,20,2,2,8.67258,4.3228
16,21,7,7,42.3027,6.8191
16,22,4,4,9.63322,4.69158
16,23,2,2,10.3205,4.92512
16,24,10,10,7.26999,3.5186
16,25,1,1,6.47229,3.2324
16,26,1,1,4.95569,2.58623
16,27,2,2,33.9841,3.6916
16,28,3,3,8.24485,4.01422
16,30,1,1,8.3573,4.0243
16,31,3,3,24.7347,2.2164
16,32,3,3,2.89368,1.4313
